"id","foreign_key_id","source","required_skill","skill_esco","is_new_skill","skill_type","reuselevel"
"6287","406467","kariera","Customer orientation and ability to adapt","ensure client orientation","0","skill/competence","cross-sector"
"6288","406467","kariera","Excellent communication and presentation skills","be attentive","0","skill/competence","occupation-specific"
"6289","406467","kariera","Basic knowledge of Microsoft Office","office software","0","knowledge","cross-sector"
"6290","406468","kariera","Very good knowledge of English","english","0","knowledge","transversal"
"6291","406468","kariera","Good MS Office skills","office software","0","knowledge","cross-sector"
"6292","406468","kariera","Ability to understand and analyze data","process data","0","skill/competence","cross-sector"
"6293","406468","kariera","Command and leadership skills with ability to motivate and develop a team","lead a team","0","skill/competence","cross-sector"
"6294","406468","kariera","Excellent communication skills","be attentive","0","skill/competence","occupation-specific"
"6295","406468","kariera","Multitasking ability and time management","perform multiple tasks at the same time","0","skill/competence","cross-sector"
"6296","406468","kariera","Very good knowledge of English","english","0","knowledge","transversal"
"6297","406469","kariera","Highly organized","work in an organised manner","0","skill/competence","cross-sector"
"6298","406469","kariera","Detailed-oriented","attention to detail","0","knowledge","cross-sector"
"6299","406469","kariera","Reliable","advise on betting","0","skill/competence","sector-specific"
"6300","406469","kariera","Excellent analytical skills","use data processing techniques","0","skill/competence","cross-sector"
"6301","406470","kariera","Very good knowledge of tax legislation, labour and insurance matters","advise on legislative acts","0","skill/competence","cross-sector"
"6302","406470","kariera","ERP/SAP skills","manage standard enterprise resource planning system","0","skill/competence","sector-specific"
"6303","406470","kariera","Excellent organizational skills, communication and cooperation","work as a team","0","skill/competence","cross-sector"
"6304","406471","kariera","Good knowledge of English","english","0","knowledge","transversal"
"6305","406471","kariera","Good knowledge of tax, labour and accounting legislation","accounting department processes","0","knowledge","sector-specific"
"6306","406471","kariera","Excellent knowledge of Microsoft Office","use microsoft office","0","skill/competence","cross-sector"
"6307","406471","kariera","Desireed knowledge in mydata","gather data","0","skill/competence","cross-sector"
"6308","406471","kariera","Very good communication ability (written and oral)","be attentive","0","skill/competence","occupation-specific"
"6309","406472","kariera","Multitasking","perform multiple tasks at the same time","0","skill/competence","cross-sector"
"6310","406472","kariera","Flexibility with working in shifts, evenings, nights, including weekends and holidays","work in shifts","0","skill/competence","cross-sector"
"6311","406472","kariera","Proactive and fast learner","think proactively","0","skill/competence","cross-sector"
"6312","406473","kariera","Strategic mindset","apply strategic thinking","0","skill/competence","cross-sector"
"6313","406473","kariera","Hands-on investment in business planning","develop business plans","0","skill/competence","sector-specific"
"6314","406473","kariera","Team coordination","lead a team","0","skill/competence","cross-sector"
"6315","406473","kariera","Operational efficiency enhancements","advise on efficiency improvements","0","skill/competence","cross-sector"
"6316","406473","kariera","Analytical and problem-solving skills","apply numeracy skills","0","skill/competence","cross-sector"
"6317","406473","kariera","Strong communication and interpersonal capabilities","communication","0","knowledge","cross-sector"
"6318","406473","kariera","Outstanding organization and leadership skills","show an exemplary leading role in an organisation","0","skill/competence","cross-sector"
"6319","406475","kariera","Excellent knowledge of English","english","0","knowledge","transversal"
"6320","406475","kariera","Knowledge of ERP Pylon Epsilon","electroencephalography","0","knowledge","sector-specific"
"6321","406475","kariera","Microsoft Office","office software","0","knowledge","cross-sector"
"6322","406476","kariera","English language skills","english","0","knowledge","transversal"
"6323","406476","kariera","Computer knowledge","have computer literacy","0","skill/competence","cross-sector"
"6324","406476","kariera","Pleasant personality","psychology","0","knowledge","cross-sector"
"6325","406476","kariera","Interest in fashion area","clothing industry","0","knowledge","sector-specific"
"6326","406477","kariera","Data analysis and visualization techniques","visual presentation techniques","0","knowledge","sector-specific"
"6327","406477","kariera","Microsoft Power BI, VBA, SQL, Reporting Platform","develop reporting software","0","skill/competence","occupation-specific"
"6328","406477","kariera","MS Office","office software","0","knowledge","cross-sector"
"6329","406477","kariera","English language knowledge","english","0","knowledge","transversal"
"6330","406478","kariera","Autocad","cadd software","0","knowledge","cross-sector"
"6331","406478","kariera","MS Office","office software","0","knowledge","cross-sector"
"6332","406478","kariera","Knowledge of English","english","0","knowledge","transversal"
"6333","406479","kariera","Knowledge and compliance with all safety and hygiene measures","apply health and safety standards","0","skill/competence","cross-sector"
"6334","406479","kariera","Compliance with all cleaning and disinfection procedures in accordance with the intended hygiene and cleaning programme","set hygiene standards","0","skill/competence","sector-specific"
